"V1"	"V2"
"X160429_D00390_0252_AC9CHFANXX_SQ2553"	-48.2570663869863	-18.7775760162325
"X160429_D00390_0252_AC9CHFANXX_SQ2554"	-45.7665006273455	-19.488134009526
"X160429_D00390_0252_AC9CHFANXX_SQ2555"	-43.5496766229627	-19.9840478837764
"X160531_D00390_0253_AC9AB9ANXX_SQ0219"	66.388210976182	21.2589993864497
"X160531_D00390_0253_AC9AB9ANXX_SQ0220"	72.7339128011433	22.0552992696836
"X160531_D00390_0253_AC9AB9ANXX_SQ0222"	-38.6520977390709	-3.55297345476735
"X160531_D00390_0253_AC9AB9ANXX_SQ0223"	85.6297612465862	21.6933030723699
"X160531_D00390_0253_AC9AB9ANXX_SQ0224"	98.3582210203071	22.2839497353064
"X160531_D00390_0253_AC9AB9ANXX_SQ0225"	85.9574842612696	21.1747553328702
"X160531_D00390_0253_AC9AB9ANXX_SQ0226"	99.8058796209765	22.3552063431115
"X160531_D00390_0253_AC9AB9ANXX_SQ0227"	96.1877602073233	22.0596562697868
"X160531_D00390_0254_BC9CCNANXX_SQ0228"	89.3599539776806	22.5162593324465
"X160531_D00390_0254_BC9CCNANXX_SQ0229"	81.2794429149319	21.8323836775367
"X160531_D00390_0254_BC9CCNANXX_SQ0230"	87.4837992769962	21.7424437404206
"X160531_D00390_0254_BC9CCNANXX_SQ0231"	95.7939251812542	22.3712386405006
"X160531_D00390_0254_BC9CCNANXX_SQ0232"	82.8119491302324	21.9803782581335
"X160531_D00390_0254_BC9CCNANXX_SQ0233"	93.8341446934104	22.8329868132353
"X160531_D00390_0254_BC9CCNANXX_SQ0234"	-40.3258802489403	-1.7997784047878
"X160531_D00390_0254_BC9CCNANXX_SQ0235"	-5.08918429316023	-2.73309395171986
"X160609_D00390_0255_AC9CHHANXX_SQ0237"	-11.169966141525	-2.77153347834496
"X160609_D00390_0255_AC9CHHANXX_SQ0238"	90.8420206860164	22.6033891199641
"X160609_D00390_0255_AC9CHHANXX_SQ0239"	97.4260250369371	22.2306003027515
"X160609_D00390_0255_AC9CHHANXX_SQ0240"	95.1120029481527	22.6032608084623
"X160609_D00390_0255_AC9CHHANXX_SQ0241"	99.7634445121479	22.8690437702594
"X160609_D00390_0255_AC9CHHANXX_SQ0242"	-17.1030293861003	-2.55430345962518
"X160609_D00390_0255_AC9CHHANXX_SQ0243"	97.9878126595012	22.1379424091924
"X160609_D00390_0255_AC9CHHANXX_SQ0244"	97.1213042635036	22.7507036154771
"X160615_D00390_0256_AC9CD5ANXX_SQ0236"	-22.2567751831603	-2.18306488899258
"X160615_D00390_0256_AC9CD5ANXX_SQ0246"	-3.75695298746929	-2.96846101081023
"X160615_D00390_0256_AC9CD5ANXX_SQ2556"	107.04929199593	-31.8800167976886
"X160615_D00390_0256_AC9CD5ANXX_SQ2557"	-18.352951517543	-22.9572760291993
"X160615_D00390_0256_AC9CD5ANXX_SQ2558"	-28.0991616275089	-22.6367530379332
"X160615_D00390_0256_AC9CD5ANXX_SQ2559"	-10.907967310212	-24.0682970278912
"X160623_D00390_0257_AC9B0MANXX_SQ2557"	-17.0977517014198	-22.857595537174
"X160623_D00390_0257_AC9B0MANXX_SQ2558"	-25.9110516935612	-22.8095047356939
"X160623_D00390_0257_AC9B0MANXX_SQ2559"	-4.48783728632726	-24.9801037929619
"X160623_D00390_0257_AC9B0MANXX_SQ2560"	118.99723328688	-18.6271036023743
